Audit Log Report - Effective Date[09/07/2026]
"Report generated on - Sep 7, 2026 10:44:32 AM"
Report generated by - Kiran Yadav

Id,Operation,Activity,Level,Level Details,Date,User,Description,Field,Old Setting,New Setting,Effective From,Package generated or not
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(21-Mandarin),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(21-Deutsch),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Menu Item Number(85),,462,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,On Click(85),,WF_CHF_DoSale 462,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(23-SpanishUS),,6 Oferta del McDouble and Spicy McNugget Meal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(85-SpanishUS),,Kiosk_201910_0462_4SpicyMcNuggets,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Background Normal Color(85),WHITE,LIGHTCYAN,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,On Click(23),,WF_CHF_DoSale 25151,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(21-English),,$5 McChicken  + Spicy McNugget Meal Deal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(21-SpanishUS),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(21-Mandarin),,$5 麦香鸡  + 香辣麦乐鸡  套餐优惠  ,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(85-Mandarin),,香辣麦乐鸡（ 4块） ,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(85-Cantonese),,香辣麥樂雞（ 4塊） ,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(23-English),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Width(21),1,2,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Button(21)(Button(21)),Disable,Enable,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(85-SpanishUS),,Spicy Chicken McNuggets  de 4 pzs,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(85-Deutsch),,4 Stck. würzige Chicken McNuggets  ,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(85-French),,4 Spicy Chicken McNuggets  ,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(85-Cantonese),,Kiosk_201910_0462_4SpicyMcNuggets,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(23-Mandarin),,$6 双层奶酪汉堡  + 香辣麦乐鸡  套餐优惠,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Menu Item Number(23),,25151,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(21-French),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(23-English),,$6 McDouble  + Spicy McNugget Meal Deal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(23-SpanishUS),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(23-French),,Bon Plan - Menu McDouble  + McNuggets  Spicy à 6 $,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Width(85),1,2,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Image Name(21-English),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443433321,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:02:27 AM ",eq301727 - Kamalpreet Kaur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 55 - NEO has been updated.,Caption(21-Cantonese),,$5 麥香雞  + 辣麥樂雞  套餐優惠,"Sep 7, 2026",N/A
443433581,Package Schedule,Create,Market,US Country Office," Sep 7, 2026 5:08:16 AM ",eq301727 - Kamalpreet Kaur,New Package Schedule has been created of type AD Hoc.,Restaurant,,818,,N/A
443433740,Restaurant Profile,Update,Store,"44126,Winder"," Sep 7, 2026 5:12:39 AM ",eu435423 - Prince Pritam,Menu Item Set Assignation in the Current Settings of the Restaurant Profile Winder(44126) has been updated.,Set Assignment,"Menu Item Set - US Country Office  																									 ,Menu Item Set - 38 - GAMOA  																									 ,BDAP Mirrored Menu Item Set  																									 ,Display Order Code Menu item set  																									 ","Menu Item Set - US Country Office  																									 ,Menu Item Set - 38 - GAMOA  																									 ,BDAP Split Menu Item Set  ,Display Order Code Menu item set  																									 ","Sep 7, 2026",N
443433901,Package Schedule,Create,Market,US Country Office," Sep 7, 2026 5:17:56 AM ",eq966922 - Muskan Sharma,New Package Schedule has been created of type AD Hoc.,Restaurant,,467,,N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Menu Item Number(45),4834,,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Image Name(45-SpanishUS),MCCHICKEN HOT N SPICY,,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Image Name(45-Cantonese),MCCHICKEN HOT N SPICY,,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Localize(45),YES,NO,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Image Name(45-Deutsch),MCCHICKEN HOT N SPICY,,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Caption(45-English),Hot N Spicy McChckn,Coop,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Caption(45-Cantonese),Hot N Spicy McChckn,Coop,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Caption(45-Deutsch),Hot N Spicy McChckn,Coop,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Caption(45-French),Hot N Spicy McChckn,Coop,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Caption(45-SpanishUS),Hot N Spicy McChckn,Coop,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Image Name(45-English),MCCHICKEN HOT N SPICY,,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Background Normal Color(45),LIGHTCYAN,WHITE,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Image Name(45-Mandarin),MCCHICKEN HOT N SPICY,,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Caption(45-Mandarin),Hot N Spicy McChckn,Coop,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Foreground Pressed Color(45),LIGHTCYAN,WHITE,"Sep 7, 2026",N/A
443434440,Manage Screen Set,Update,Coop,30 - MICHIGAN," Sep 7, 2026 5:32:01 AM ",eq198224 - Muskan Thakur,Current Settings: Screen  McValue Menu (BLM) of screen set 30 - MICHIGAN has been updated.,Image Name(45-French),MCCHICKEN HOT N SPICY,,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Width(21),1,2,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,On Click(21),,WF_CHF_DoSale 25151,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Button(21)(Button(21)),Disable,Enable,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(19-French),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(19-Mandarin),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(21-Cantonese),,$6 雙層芝士漢堡飽  + 辣麥樂雞  套餐優惠,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(21-Cantonese),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(19-Deutsch),,"5 $ McChicken  + Würzige McNuggets , Menü-Deal","Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Menu Item Number(21),,25151,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(21-English),,$6 McDouble  + Spicy McNugget Meal Deal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(21-SpanishUS),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(21-Deutsch),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(19-SpanishUS),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(21-French),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,On Click(19),,WF_CHF_DoSale 25148,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Button(19)(Button(19)),Disable,Enable,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(21-Mandarin),,$6 双层奶酪汉堡  + 香辣麦乐鸡  套餐优惠,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(19-Deutsch),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(19-English),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(21-French),,Bon Plan - Menu McDouble  + McNuggets  Spicy à 6 $,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(21-SpanishUS),,6 Oferta del McDouble and Spicy McNugget Meal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(19-French),,Bon Plan - Menu McChicken  + McNuggets  Spicy à 5 $,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(19-Cantonese),,Kiosk_202405_25148_McChicken_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(19-English),,$5 McChicken  + Spicy McNugget Meal Deal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Menu Item Number(19),,25148,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(21-Deutsch),,"6 $ McDouble  + Würzige McNuggets , Menü-Deal","Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(19-Mandarin),,$5 麦香鸡  + 香辣麦乐鸡  套餐优惠  ,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(19-Cantonese),,$5 麥香雞  + 辣麥樂雞  套餐優惠,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Width(19),1,2,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(21-Mandarin),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(19-SpanishUS),,5 Oferta del McChicken  and Spicy McNugget Meal ,"Sep 7, 2026",N/A
443434550,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:35:10 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(21-English),,Kiosk_202405_25149_McDouble_4SpicyMcNuggets_MealDeal,"Sep 7, 2026",N/A
443434614,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:36:49 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(71-Deutsch),Kiosk_202302_4834-999_HotNSpicyMcChicken,,"Sep 7, 2026",N/A
443434614,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:36:49 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Foreground Pressed Color(71),LIGHTCYAN,WHITE,"Sep 7, 2026",N/A
443434614,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:36:49 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(71-English),Hot 'N Spicy McChicken ,new btn,"Sep 7, 2026",N/A
443434614,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:36:49 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(71-French),Kiosk_202302_4834-999_HotNSpicyMcChicken,,"Sep 7, 2026",N/A
443434614,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:36:49 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(71-Cantonese),Kiosk_202302_4834-999_HotNSpicyMcChicken,,"Sep 7, 2026",N/A
443434614,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:36:49 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Caption(71-SpanishUS),Hot 'N Spicy McChicken ,new btn,"Sep 7, 2026",N/A
443434614,Manage Screen Set,Update,Market,US Country Office," Sep 7, 2026 5:36:49 AM ",eq198224 - Muskan Thakur,Current Settings: Screen Kiosk 6 Dinner Menu - McValue Menu of screen set 30 - MICHIGAN has been updated.,Image Name(71-English),Kiosk_202302_4834-999_HotNSpicyMcChicken,,"Sep 7, 2026",N/A
